,n_estimators,MAE,MSE,year,ws_1,temp_2,temp_1,average
0,200,3.8608029612756263,23.901104337952418,0.016653242266722434,0.03583513483114367,0.02675839505279399,0.8353452433134881,0.08540798453585173
1,400,3.877797646165528,23.94429135620729,0.016427961008370868,0.03614093724867289,0.026874603858726462,0.8418226122244034,0.07873388565982638
2,600,3.8782799833676824,23.994572715470145,0.016388168839971743,0.03607915014837853,0.02698823292343364,0.8384228231809261,0.08212162490729008
