n_estimators,max_depth,min_samples_leaf,min_samples_split,bootstrap,MAE,MSE,year,ws_1,temp_2,temp_1,average
200,10.0,4,2,True,3.7547304017279006,22.917545800517548,0.010090838579559207,0.022995786664311624,0.014128447748690627,0.8834341459042991,0.06935078110313943
400,10.0,4,2,True,3.742052731395944,22.71600619646332,0.010065920710116711,0.022931288245309038,0.014369313544964303,0.8883041239922402,0.0643293535073697
600,10.0,4,2,True,3.74281653858741,22.671737365762485,0.010162967289618912,0.022912278001728983,0.0142393694176452,0.8832659571690668,0.06941942812194024
200,10.0,4,5,True,3.7547304017279006,22.917545800517548,0.010090838579559207,0.022995786664311624,0.014128447748690627,0.8834341459042991,0.06935078110313943
400,10.0,4,5,True,3.742052731395944,22.71600619646332,0.010065920710116711,0.022931288245309038,0.014369313544964303,0.8883041239922402,0.0643293535073697
600,10.0,4,5,True,3.74281653858741,22.671737365762485,0.010162967289618912,0.022912278001728983,0.0142393694176452,0.8832659571690668,0.06941942812194024
200,10.0,4,10,True,3.7450560105588635,22.815331133292855,0.009533557448076832,0.021941462297177472,0.013260037323334938,0.8868560812118411,0.06840886171956967
400,10.0,4,10,True,3.7325301498932424,22.614192906126572,0.009493165726166005,0.02181134750118215,0.013491876470518133,0.8918454213630715,0.0633581889390622
600,10.0,4,10,True,3.733302194158952,22.57106930556933,0.009592765899229328,0.021801198297722712,0.013385195749353762,0.8867522952336525,0.06846854482004178
200,20.0,1,2,True,3.8758755370491222,24.29407266566361,0.016417022724344487,0.03656262415054378,0.026537432146326853,0.8384724037430152,0.08201051723576976
400,20.0,1,2,True,3.857849243758573,24.057910591895723,0.016257234306565817,0.036624296321837065,0.026670420036174022,0.8431870964027729,0.07726095293265017
600,20.0,1,2,True,3.8663206099689438,24.134066940133188,0.01635010068056858,0.036646761275198,0.026525647867491432,0.8384500705921423,0.0820274195845997
200,20.0,1,5,True,3.8552128351676704,24.037665468073413,0.014094175880534313,0.03327442626701791,0.023282963794619114,0.8503284691124078,0.07901996494542089
400,20.0,1,5,True,3.832007058141069,23.685684053878752,0.013926041540382588,0.03331977842816339,0.023412928061438413,0.8551516295969608,0.07418962237305499
600,20.0,1,5,True,3.8350002476256577,23.680651522317806,0.014025371271485025,0.03331614306614837,0.023276411416706742,0.8503490160685987,0.07903305817706129
200,20.0,1,10,True,3.7933084603832206,23.23014649528547,0.010753696816820205,0.027257173659206383,0.017958967507690583,0.870572187355407,0.07345797466087585
400,20.0,1,10,True,3.7688095980375462,22.933645407807195,0.010640577715911101,0.027136233473531973,0.01820026279874762,0.875484892364804,0.06853803364700532
600,20.0,1,10,True,3.7715297663926552,22.9589424148384,0.010735651360584022,0.027164057099633633,0.01806252224180405,0.8705534913768188,0.07348427792115952
200,20.0,2,2,True,3.837383998022457,23.824926926438767,0.014651541058436256,0.03216339252118781,0.022063434668237476,0.8534207453857027,0.07770088636643592
400,20.0,2,2,True,3.8232460381644926,23.63200693068353,0.014489562435070186,0.032056189232481117,0.02220642984785115,0.8583068028526636,0.0729410156319339
600,20.0,2,2,True,3.8260752880196294,23.664195121548218,0.014555460122091272,0.032008195528601506,0.022133846132019228,0.85347966818183,0.077822830035458
200,20.0,2,5,True,3.8333028364326265,23.724041289541894,0.013901498324534746,0.031083469751664546,0.021036818483519584,0.8572797257966398,0.07669848764364133
400,20.0,2,5,True,3.8180857326473228,23.51616155002585,0.013763648722273536,0.030993957069414328,0.021137599869368032,0.8621556061599243,0.07194918817901984
600,20.0,2,5,True,3.818881550036206,23.540898491413646,0.013815789239349658,0.030944939329431643,0.02105771763198942,0.8573764065050984,0.07680514729413095
200,20.0,2,10,True,3.7750085784859095,23.059937727089018,0.010637377336045783,0.025697776586699972,0.01646691882073614,0.875277653855638,0.0719202734008801
400,20.0,2,10,True,3.7582521773488127,22.842484535894922,0.01054007701042152,0.02557141232288165,0.016612874615015587,0.8802167829960221,0.06705885305565917
600,20.0,2,10,True,3.7585284700056634,22.85232229796891,0.01061057058736867,0.02555421204312835,0.016495025955421218,0.8752986745206004,0.07204151689348122
200,20.0,4,2,True,3.7692896524187662,23.061661885504794,0.010647931008816341,0.023989840626748925,0.014871007390921696,0.8803427998060454,0.07014842116746758
400,20.0,4,2,True,3.7566468316109094,22.85370097503633,0.010616068240866463,0.02388619328516302,0.01508738167368213,0.8852522344338235,0.06515812236646475
600,20.0,4,2,True,3.756121165673851,22.808908926109936,0.010696375291477078,0.023878713742349896,0.014970669670981469,0.8801761025720886,0.07027813872310291
200,20.0,4,5,True,3.7692896524187662,23.061661885504794,0.010647931008816341,0.023989840626748925,0.014871007390921696,0.8803427998060454,0.07014842116746758
400,20.0,4,5,True,3.7566468316109094,22.85370097503633,0.010616068240866463,0.02388619328516302,0.01508738167368213,0.8852522344338235,0.06515812236646475
600,20.0,4,5,True,3.756121165673851,22.808908926109936,0.010696375291477078,0.023878713742349896,0.014970669670981469,0.8801761025720886,0.07027813872310291
200,20.0,4,10,True,3.757447552172526,22.936773337577392,0.009957972027728393,0.02271953219909216,0.013825153014482908,0.8844423227197619,0.06905502003893467
400,20.0,4,10,True,3.744954617009635,22.72303350756237,0.009915082784636918,0.02255032958893409,0.014059995460708826,0.8894591118402569,0.06401548032546338
600,20.0,4,10,True,3.7448703232007805,22.679002161022822,0.010012974282073546,0.022565583846188935,0.013957069569202825,0.8843202051121173,0.06914416719041741
200,30.0,1,2,True,3.871259124087591,24.242052007299268,0.016432054829316495,0.036594636449100736,0.026510003034215534,0.8384666847719988,0.08199662091536841
400,30.0,1,2,True,3.8561861313868615,24.035070734489054,0.016263159075783677,0.03665547935819106,0.02668057838618496,0.8431469341645482,0.07725384901529203
600,30.0,1,2,True,3.863950729927007,24.09568217254663,0.016336735234281727,0.03668953449777861,0.026509611256743035,0.8384348447738097,0.08202927423738683
200,30.0,1,5,True,3.8563438301358013,24.036917389940722,0.014102385655880857,0.03328183837854993,0.023278976321318035,0.850315892689884,0.07902090695436728
400,30.0,1,5,True,3.8321828830764746,23.681638683459976,0.013929216088248897,0.03332530488481107,0.023416298098502614,0.8551380339925776,0.07419114693585992
600,30.0,1,5,True,3.835414393869345,23.681538451896316,0.014025908000758367,0.03331974760870748,0.023282702456815924,0.8503392276456743,0.07903241428804413
200,30.0,1,10,True,3.793478247434832,23.232169855038713,0.010753999696047123,0.0272639547440627,0.017955589526458756,0.8705713569567025,0.07345509907672883
400,30.0,1,10,True,3.7688367599853194,22.933390126661507,0.010640727304990064,0.027138071273167984,0.018199982590088305,0.8754842790504338,0.06853693978131986
600,30.0,1,10,True,3.771547874357838,22.95880354101046,0.01073575108663666,0.027165282299390966,0.018062335436031172,0.870553082500572,0.0734835486773692
200,30.0,2,2,True,3.837599403511128,23.82821857942817,0.014656705566647958,0.03216634537974056,0.022054483698609878,0.8534243656217003,0.0776980997333012
400,30.0,2,2,True,3.8233214553972994,23.629613403950852,0.014494419556069947,0.032058416923382585,0.022207622062424912,0.858300058703032,0.07293948275509046
600,30.0,2,2,True,3.826025809483839,23.661330063225847,0.014558841181197837,0.03200921248928952,0.02213459930090185,0.8534773041678549,0.0778200428607559
200,30.0,2,5,True,3.8332067158814414,23.725439091158353,0.013900489696466114,0.03108288131048273,0.021040496649309442,0.8572778728641729,0.07669825947956875
400,30.0,2,5,True,3.817818554873758,23.516003993806407,0.01376303636361302,0.03099862030343925,0.021133189493047825,0.8621531615296055,0.07195199231029434
600,30.0,2,5,True,3.818853218625119,23.54107121448079,0.013813071668219986,0.030948052453643266,0.02105647606996947,0.8573747775204013,0.076807622287766
200,30.0,2,10,True,3.7750085784859095,23.059937727089018,0.010637377336045783,0.025697776586699972,0.01646691882073614,0.875277653855638,0.0719202734008801
400,30.0,2,10,True,3.7582521773488127,22.842484535894922,0.01054007701042152,0.02557141232288165,0.016612874615015587,0.8802167829960221,0.06705885305565917
600,30.0,2,10,True,3.7585284700056634,22.85232229796891,0.01061057058736867,0.02555421204312835,0.016495025955421218,0.8752986745206004,0.07204151689348122
200,30.0,4,2,True,3.7692896524187662,23.061661885504794,0.010647931008816341,0.023989840626748925,0.014871007390921696,0.8803427998060454,0.07014842116746758
400,30.0,4,2,True,3.7566468316109094,22.85370097503633,0.010616068240866463,0.02388619328516302,0.01508738167368213,0.8852522344338235,0.06515812236646475
600,30.0,4,2,True,3.756121165673851,22.808908926109936,0.010696375291477078,0.023878713742349896,0.014970669670981469,0.8801761025720886,0.07027813872310291
200,30.0,4,5,True,3.7692896524187662,23.061661885504794,0.010647931008816341,0.023989840626748925,0.014871007390921696,0.8803427998060454,0.07014842116746758
400,30.0,4,5,True,3.7566468316109094,22.85370097503633,0.010616068240866463,0.02388619328516302,0.01508738167368213,0.8852522344338235,0.06515812236646475
600,30.0,4,5,True,3.756121165673851,22.808908926109936,0.010696375291477078,0.023878713742349896,0.014970669670981469,0.8801761025720886,0.07027813872310291
200,30.0,4,10,True,3.757447552172526,22.936773337577392,0.009957972027728393,0.02271953219909216,0.013825153014482908,0.8844423227197619,0.06905502003893467
400,30.0,4,10,True,3.744954617009635,22.72303350756237,0.009915082784636918,0.02255032958893409,0.014059995460708826,0.8894591118402569,0.06401548032546338
600,30.0,4,10,True,3.7448703232007805,22.679002161022822,0.010012974282073546,0.022565583846188935,0.013957069569202825,0.8843202051121173,0.06914416719041741
200,,1,2,True,3.871259124087591,24.242052007299268,0.016432054829316495,0.036594636449100736,0.026510003034215534,0.8384666847719988,0.08199662091536841
400,,1,2,True,3.8561861313868615,24.035070734489054,0.016263159075783677,0.03665547935819106,0.02668057838618496,0.8431469341645482,0.07725384901529203
600,,1,2,True,3.863950729927007,24.09568217254663,0.016336735234281727,0.03668953449777861,0.026509611256743035,0.8384348447738097,0.08202927423738683
200,,1,5,True,3.8563438301358013,24.036917389940722,0.014102385655880857,0.03328183837854993,0.023278976321318035,0.850315892689884,0.07902090695436728
400,,1,5,True,3.8321828830764746,23.681638683459976,0.013929216088248897,0.03332530488481107,0.023416298098502614,0.8551380339925776,0.07419114693585992
600,,1,5,True,3.835414393869345,23.681538451896316,0.014025908000758367,0.03331974760870748,0.023282702456815924,0.8503392276456743,0.07903241428804413
200,,1,10,True,3.793478247434832,23.232169855038713,0.010753999696047123,0.0272639547440627,0.017955589526458756,0.8705713569567025,0.07345509907672883
400,,1,10,True,3.7688367599853194,22.933390126661507,0.010640727304990064,0.027138071273167984,0.018199982590088305,0.8754842790504338,0.06853693978131986
600,,1,10,True,3.771547874357838,22.95880354101046,0.01073575108663666,0.027165282299390966,0.018062335436031172,0.870553082500572,0.0734835486773692
200,,2,2,True,3.837599403511128,23.82821857942817,0.014656705566647958,0.03216634537974056,0.022054483698609878,0.8534243656217003,0.0776980997333012
400,,2,2,True,3.8233214553972994,23.629613403950852,0.014494419556069947,0.032058416923382585,0.022207622062424912,0.858300058703032,0.07293948275509046
600,,2,2,True,3.826025809483839,23.661330063225847,0.014558841181197837,0.03200921248928952,0.02213459930090185,0.8534773041678549,0.0778200428607559
200,,2,5,True,3.8332067158814414,23.725439091158353,0.013900489696466114,0.03108288131048273,0.021040496649309442,0.8572778728641729,0.07669825947956875
400,,2,5,True,3.817818554873758,23.516003993806407,0.01376303636361302,0.03099862030343925,0.021133189493047825,0.8621531615296055,0.07195199231029434
600,,2,5,True,3.818853218625119,23.54107121448079,0.013813071668219986,0.030948052453643266,0.02105647606996947,0.8573747775204013,0.076807622287766
200,,2,10,True,3.7750085784859095,23.059937727089018,0.010637377336045783,0.025697776586699972,0.01646691882073614,0.875277653855638,0.0719202734008801
400,,2,10,True,3.7582521773488127,22.842484535894922,0.01054007701042152,0.02557141232288165,0.016612874615015587,0.8802167829960221,0.06705885305565917
600,,2,10,True,3.7585284700056634,22.85232229796891,0.01061057058736867,0.02555421204312835,0.016495025955421218,0.8752986745206004,0.07204151689348122
200,,4,2,True,3.7692896524187662,23.061661885504794,0.010647931008816341,0.023989840626748925,0.014871007390921696,0.8803427998060454,0.07014842116746758
400,,4,2,True,3.7566468316109094,22.85370097503633,0.010616068240866463,0.02388619328516302,0.01508738167368213,0.8852522344338235,0.06515812236646475
600,,4,2,True,3.756121165673851,22.808908926109936,0.010696375291477078,0.023878713742349896,0.014970669670981469,0.8801761025720886,0.07027813872310291
200,,4,5,True,3.7692896524187662,23.061661885504794,0.010647931008816341,0.023989840626748925,0.014871007390921696,0.8803427998060454,0.07014842116746758
400,,4,5,True,3.7566468316109094,22.85370097503633,0.010616068240866463,0.02388619328516302,0.01508738167368213,0.8852522344338235,0.06515812236646475
600,,4,5,True,3.756121165673851,22.808908926109936,0.010696375291477078,0.023878713742349896,0.014970669670981469,0.8801761025720886,0.07027813872310291
200,,4,10,True,3.757447552172526,22.936773337577392,0.009957972027728393,0.02271953219909216,0.013825153014482908,0.8844423227197619,0.06905502003893467
400,,4,10,True,3.744954617009635,22.72303350756237,0.009915082784636918,0.02255032958893409,0.014059995460708826,0.8894591118402569,0.06401548032546338
600,,4,10,True,3.7448703232007805,22.679002161022822,0.010012974282073546,0.022565583846188935,0.013957069569202825,0.8843202051121173,0.06914416719041741
200,3.0,1,2,False,4.035810422675443,26.396522382023456,0.0,0.0,0.0,0.9887931756329784,0.011206824367021471
400,3.0,1,2,False,4.035810422675448,26.396522382023377,0.0,0.0,0.0,0.9887931756329785,0.011206824367021456
600,3.0,1,2,False,4.035810422675444,26.39652238202363,0.0,0.0,0.0,0.9887931756329785,0.01120682436702148
200,3.0,1,5,False,4.035810422675443,26.396522382023456,0.0,0.0,0.0,0.9887931756329784,0.011206824367021471
400,3.0,1,5,False,4.035810422675448,26.396522382023377,0.0,0.0,0.0,0.9887931756329785,0.011206824367021456
600,3.0,1,5,False,4.035810422675444,26.39652238202363,0.0,0.0,0.0,0.9887931756329785,0.01120682436702148
200,3.0,1,10,False,4.035810422675443,26.396522382023456,0.0,0.0,0.0,0.9887931756329784,0.011206824367021471
400,3.0,1,10,False,4.035810422675448,26.396522382023377,0.0,0.0,0.0,0.9887931756329785,0.011206824367021456
600,3.0,1,10,False,4.035810422675444,26.39652238202363,0.0,0.0,0.0,0.9887931756329785,0.01120682436702148
200,3.0,2,2,False,4.035810422675443,26.396522382023456,0.0,0.0,0.0,0.9887931756329784,0.011206824367021471
400,3.0,2,2,False,4.035810422675448,26.396522382023377,0.0,0.0,0.0,0.9887931756329785,0.011206824367021456
600,3.0,2,2,False,4.035810422675444,26.39652238202363,0.0,0.0,0.0,0.9887931756329785,0.01120682436702148
200,3.0,2,5,False,4.035810422675443,26.396522382023456,0.0,0.0,0.0,0.9887931756329784,0.011206824367021471
400,3.0,2,5,False,4.035810422675448,26.396522382023377,0.0,0.0,0.0,0.9887931756329785,0.011206824367021456
600,3.0,2,5,False,4.035810422675444,26.39652238202363,0.0,0.0,0.0,0.9887931756329785,0.01120682436702148
200,3.0,2,10,False,4.035810422675443,26.396522382023456,0.0,0.0,0.0,0.9887931756329784,0.011206824367021471
400,3.0,2,10,False,4.035810422675448,26.396522382023377,0.0,0.0,0.0,0.9887931756329785,0.011206824367021456
600,3.0,2,10,False,4.035810422675444,26.39652238202363,0.0,0.0,0.0,0.9887931756329785,0.01120682436702148
200,3.0,4,2,False,4.035810422675443,26.396522382023456,0.0,0.0,0.0,0.9887931756329784,0.011206824367021471
400,3.0,4,2,False,4.035810422675448,26.396522382023377,0.0,0.0,0.0,0.9887931756329785,0.011206824367021456
600,3.0,4,2,False,4.035810422675444,26.39652238202363,0.0,0.0,0.0,0.9887931756329785,0.01120682436702148
200,3.0,4,5,False,4.035810422675443,26.396522382023456,0.0,0.0,0.0,0.9887931756329784,0.011206824367021471
400,3.0,4,5,False,4.035810422675448,26.396522382023377,0.0,0.0,0.0,0.9887931756329785,0.011206824367021456
600,3.0,4,5,False,4.035810422675444,26.39652238202363,0.0,0.0,0.0,0.9887931756329785,0.01120682436702148
200,3.0,4,10,False,4.035810422675443,26.396522382023456,0.0,0.0,0.0,0.9887931756329784,0.011206824367021471
400,3.0,4,10,False,4.035810422675448,26.396522382023377,0.0,0.0,0.0,0.9887931756329785,0.011206824367021456
600,3.0,4,10,False,4.035810422675444,26.39652238202363,0.0,0.0,0.0,0.9887931756329785,0.01120682436702148
200,5.0,1,2,False,4.056507900369798,28.02085026307627,0.001386068401021647,0.0060060868023672645,0.001971007246864647,0.9592820691582555,0.031354768391490914
400,5.0,1,2,False,4.056507900369807,28.020850263076454,0.001386068401021643,0.006006086802367291,0.0019710072468646467,0.9592820691582552,0.03135476839149124
600,5.0,1,2,False,4.0565079003698585,28.020850263076998,0.0013860684010216456,0.006006086802367319,0.001971007246864648,0.959282069158255,0.03135476839149144
200,5.0,1,5,False,4.056507900369798,28.02085026307627,0.001386068401021647,0.0060060868023672645,0.001971007246864647,0.9592820691582555,0.031354768391490914
400,5.0,1,5,False,4.056507900369807,28.020850263076454,0.001386068401021643,0.006006086802367291,0.0019710072468646467,0.9592820691582552,0.03135476839149124
600,5.0,1,5,False,4.0565079003698585,28.020850263076998,0.0013860684010216456,0.006006086802367319,0.001971007246864648,0.959282069158255,0.03135476839149144
200,5.0,1,10,False,4.056507900369798,28.02085026307627,0.001386068401021647,0.0060060868023672645,0.001971007246864647,0.9592820691582555,0.031354768391490914
400,5.0,1,10,False,4.056507900369807,28.020850263076454,0.001386068401021643,0.006006086802367291,0.0019710072468646467,0.9592820691582552,0.03135476839149124
